releve_records,TITLE,LITERATURE,YEAR,TAX_SCOPE,SAMPLING_METHOD,QUANT_METHOD,SPECIES,GENERA,EPITHET,FAMILY,PHYLUM,IDENTIFICATION_CONFIDENCE,EPILIST,FLORA,DATASET_CLASSIFICATION,NATURALNESS,INCLUSION_REQUIREMENTS,NUMBER_INDIVIDUALS,SCORE,LONGITUDE,LATITUDE,PRECISION,LIMITS,PHOROPHYTE_FAMILY,PHOROPHYTE_GENUS,PHOROPHYTE_EPITHET,DBH,HEIGHT,OBS.,DOMAIN,COUNTRY,WWF_ECOREGION
1047,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Brassavola ceboletta,Brassavola,cebolleta,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1048,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Campylocentrum micranthum,Campylocentrum,micranthum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1049,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Campylocentrum organense,Campylocentrum,organense,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,Paper exclusive,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1050,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Campylocentrum robustum,Campylocentrum,robustum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1051,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Cattleya loddigesii,Cattleya,loddigesii,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1052,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Cattleya wittigiana,Cattleya,wittigiana,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1053,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Cheilanthes bradei,Cheilanthes,bradei,Pteridaceae,Lycophytes; Ferns,,Unclassified,Rupicolous,Paper exclusive accidental,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1054,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Encyclia oncidioides,Encyclia,oncidioides,Orchidaceae,Angiospermae,cf.,Epiphyte,Epiphyte; Terrestrial,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1055,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Epidendrum densiflorum,Epidendrum,densiflorum,Orchidaceae,Angiospermae,aff.,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1056,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Epidendrum parahybunense,Epidendrum,parahybunense,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1057,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Epidendrum rigidum,Epidendrum,rigidum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1058,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Epidendrum tridactylum,Epidendrum,tridactylum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1059,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Epiphyllum phyllanthus,Epiphyllum,phyllanthus,Cactaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1060,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Eurystyles actinosophila,Eurystyles,actinosophila,Orchidaceae,Angiospermae,cf.,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1061,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Hatiora salicornioides,Hatiora,salicornioides,Cactaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1062,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Isabelia virginalis,Isabelia,virginalis,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1063,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Isochilus linearis,Isochilus,linearis,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1064,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Lepismium houlletianum,Lepismium,houlletianum,Cactaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1065,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Maxillaria notylioglossa,Maxillaria,notylioglossa,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1066,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Maxillaria pumila,Maxillaria,pumila,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1067,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Maxillaria rigida,Maxillaria,rigida,Orchidaceae,Angiospermae,,Unclassified,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1068,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Maxillaria sp.,Maxillaria,sp.,Orchidaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1069,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Microgramma sp.1,Microgramma,sp.1,Polypodiaceae,Lycophytes; Ferns,morpho,NA,NA,Paper exclusive,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1070,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Microgramma squamulosa,Microgramma,squamulosa,Polypodiaceae,Lycophytes; Ferns,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1071,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Octomeria crassifolia,Octomeria,crassifolia,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1072,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Octomeria geraensis,Octomeria,geraensis,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,Paper exclusive accidental,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1073,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Octomeria sp.,Octomeria,sp.,Orchidaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1074,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Peperomia galioides,Peperomia,galioides,Piperaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous; Terrestrial,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1075,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Peperomia tetraphylla,Peperomia,tetraphylla,Piperaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1076,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Peperomia urocarpa,Peperomia,urocarpa,Piperaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous; Terrestrial,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1077,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Phlebodium pseudoaureum,Phlebodium,pseudoaureum,Polypodiaceae,Lycophytes; Ferns,cf.,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1078,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Pleopeltis hirsutissima,Pleopeltis,hirsutissima,Polypodiaceae,Lycophytes; Ferns,,Epiphyte,Epiphyte; Rupicolous; Terrestrial,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1079,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Pleurothallis sp.,Pleurothallis,sp.,Orchidaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1080,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Polystachya concreta,Polystachya,concreta,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1081,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Polystachya concreta,Polystachya,concreta,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1082,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Prescottia oligantha,Prescottia,oligantha,Orchidaceae,Angiospermae,,Unclassified,Rupicolous; Terrestrial,Paper exclusive accidental,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1083,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Prosthechea pachysepala,Prosthechea,pachysepala,Orchidaceae,Angiospermae,,Unclassified,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1084,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Rhipsalis cereuscula,Rhipsalis,cereuscula,Cactaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1085,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Rhipsalis floccosa,Rhipsalis,floccosa,Cactaceae,Angiospermae,aff.,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1086,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Rhipsalis floccosa,Rhipsalis,floccosa,Cactaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1087,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Scaphyglottis modesta,Scaphyglottis,modesta,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1088,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Tillandsia gardneri,Tillandsia,gardneri,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1089,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Tillandsia geminiflora,Tillandsia,geminiflora,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1090,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Tillandsia recurvata,Tillandsia,recurvata,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1091,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Tillandsia streptocarpa,Tillandsia,streptocarpa,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1092,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Tillandsia stricta,Tillandsia,stricta,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1093,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Tillandsia tenuifolia,Tillandsia,tenuifolia,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1094,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Tillandsia usneoides,Tillandsia,usneoides,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1095,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Trichocentrum pumilum,Trichocentrum,pumilum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1096,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Vittaria lineata,Vittaria,lineata,Pteridaceae,Lycophytes; Ferns,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1097,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Vriesea procera,Vriesea,procera,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1098,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Vriesea saxicola,Vriesea,saxicola,Bromeliaceae,Angiospermae,,Unclassified,Rupicolous,Paper exclusive accidental,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1099,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Vriesea vagans,Vriesea,vagans,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte,Paper exclusive accidental,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1100,"Summit vascular flora of Serra de São José, Minas Gerais, Brazil",Paper,2009,All,Others,Presence,Xylobium foveatum,Xylobium,foveatum,Orchidaceae,Angiospermae,cf.,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-44.6,-21.3,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
1101,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Fabaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1102,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Malpighiaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1103,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Asteraceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1104,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Bignoniaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1105,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Euphorbiaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1106,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Commelinaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1107,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Convolvulaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1108,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Malvaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1109,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Myrtaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1110,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Poaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1111,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Rubiaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1112,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Solanaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1113,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence, ,,,Vitaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1114,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence,Aechmea leptantha,Aechmea,leptantha,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous; Terrestrial,All,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1115,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence,Amaryllis sp.,Amaryllis,sp.,Amaryllidaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1116,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence,Billbergia porteana,Billbergia,porteana,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1117,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence,Caesalpinia microphylla,Caesalpinia,microphylla,Fabaceae,Angiospermae,,Unclassified,Terrestrial,Paper exclusive accidental,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
1118,The palm Syagrus coronata proliferates and structures vascular epiphyte assemblages in a human-modified landscape of the Caatinga dry forest,Paper,2020,All,Others,Presence,Catasetum purum,Catasetum,purum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Semi-natural,,NA,,-37.248269,-8.57783064,Area,Inside,Arecaceae,Syagrus,coronata,NA,NA,"Presence of epiphyte species among 680 phorophytes, 340 Syagrus coronata palms and 340 non-palms in a paired sampling design, across 17 different sites. ",Caatinga,Brazil,Caatinga
